Number,Name,Rx Freq,Tx Freq,Ch Mode,Power,Rx Tone,Tx Tone,Color Code,Rx Group List,Contact,Repeater Slot
,2AMV 5052 NSW,439.7,434.7,Digital,Low,None,None,1,2,31,2
,2AMV BM Local,439.7,434.7,Digital,Low,None,None,1,2,38,2
,2AMV TG91 WW,439.7,434.7,Digital,Low,None,None,1,2,39,1
,2AMV TG913 WWE,439.7,434.7,Digital,Low,None,None,1,2,40,1
,2AMV TG923 EU E,439.7,434.7,Digital,Low,None,None,1,2,40,1
,2AMV TG95 PacRim,439.7,434.7,Digital,Low,None,None,1,2,42,1
,2AMV 4000 discnt,439.7,434.7,Digital,Low,None,None,1,0,27,1
,2GG TG9S2,438.475,431.475,Digital,Low,None,None,1,2,5,2
,2GG TG8 S2,438.475,431.475,Digital,Low,None,None,1,2,4,2
,2GG 505 AU,438.475,431.475,Digital,Low,None,None,1,2,15,2
,2GG YSF 50599,438.475,431.475,Digital,Low,None,None,1,2,37,2
,2GG 5052 NSW,438.475,431.475,Digital,Low,None,None,1,2,31,2
,2GG BM Local,438.475,431.475,Digital,Low,None,None,1,2,38,2
,2GG TG91 WW,438.475,431.475,Digital,Low,None,None,1,2,39,1
,2GG TG913 WWE,438.475,431.475,Digital,Low,None,None,1,2,40,1
,2GG TG923 EU E,438.475,431.475,Digital,Low,None,None,1,2,40,1
,2GG TG95 PacRim,438.475,431.475,Digital,Low,None,None,1,2,42,1
,2GG 4000 discnt,438.475,431.475,Digital,Low,None,None,1,0,27,1
,2JDS TG9S2,439.725,434.725,Digital,Low,None,None,1,2,5,2
,2JDS TG8 S2,439.725,434.725,Digital,Low,None,None,1,2,4,2
,2JDS 505 AU,439.725,434.725,Digital,Low,None,None,1,2,15,2
,2JDS YSF 50599,439.725,434.725,Digital,Low,None,None,1,2,37,2
,2JDS 5052 NSW,439.725,434.725,Digital,Low,None,None,1,2,31,2
,2JDS BM Local,439.725,434.725,Digital,Low,None,None,1,2,38,2
,2JDS TG91 WW,439.725,434.725,Digital,Low,None,None,1,2,39,1
,2JDS TG913 WWE,439.725,434.725,Digital,Low,None,None,1,2,40,1
,2JDS TG923 EU E,439.725,434.725,Digital,Low,None,None,1,2,40,1
,2JDS TG95 PacRim,439.725,434.725,Digital,Low,None,None,1,2,42,1
,2JDS 4000 discnt,439.725,434.725,Digital,Low,None,None,1,0,27,1
,3AS TG9 S2,438.325,431.325,Digital,Low,None,None,1,2,5,2
,3AS TG8 S2,438.325,431.325,Digital,Low,None,None,1,2,4,2
,3AS 505 AU,438.325,431.325,Digital,Low,None,None,1,2,15,2
,3AS 5053 Vic,438.325,431.325,Digital,Low,None,None,1,2,32,2
,3AS BM Local,438.325,431.325,Digital,Low,None,None,1,2,38,2
,3AS 4000 discnt,438.325,431.325,Digital,Low,None,None,1,0,27,1
,3AS 5000 status,438.325,431.325,Digital,Low,None,None,1,0,28,1
,3IMA TG9 S2,438.775,433.775,Digital,Low,None,None,1,2,5,2
,3IMA TG8 S2,438.775,433.775,Digital,Low,None,None,1,2,4,2
,3IMA 505 AU,438.775,433.775,Digital,Low,None,None,1,2,15,2
,3IMA YSF 50599,438.775,433.775,Digital,Low,None,None,1,2,37,2
,3IMA 5053 Vic,438.775,433.775,Digital,Low,None,None,1,2,32,2
,3IMA BM Local,438.775,433.775,Digital,Low,None,None,1,2,38,2
,3IMA 4000 discnt,438.775,433.775,Digital,Low,None,None,1,0,27,1
,3IMA 5000 status,438.775,433.775,Digital,Low,None,None,1,0,28,1
,3SMC TG9 S2,438.25,432.85,Digital,Low,None,None,1,2,5,2
,3SMC TG8 S2,438.25,432.85,Digital,Low,None,None,1,2,4,2
,3SMC 505 AU,438.25,432.85,Digital,Low,None,None,1,2,15,2
,3SMC YSF 50599,438.25,432.85,Digital,Low,None,None,1,2,37,2
,3SMC 5053 Vic,438.25,432.85,Digital,Low,None,None,1,2,32,2
,3SMC BM Local,438.25,432.85,Digital,Low,None,None,1,2,38,2
,3SMC 4000 discnt,438.25,432.85,Digital,Low,None,None,1,0,27,1
,3SMC 5000 status,438.25,432.85,Digital,Low,None,None,1,0,28,1
,3RBA TG9 S2,439.9875,434.9875,Digital,Low,None,None,1,2,5,2
,3RBA TG8 S2,439.9875,434.9875,Digital,Low,None,None,1,2,4,2
,3RBA 505 AU,439.9875,434.9875,Digital,Low,None,None,1,2,15,2
,3RBA YSF 50599,439.9875,434.9875,Digital,Low,None,None,1,2,37,2
,3RBA 5053 Vic,439.9875,434.9875,Digital,Low,None,None,1,2,32,2
,3RBA BM Local,439.9875,434.9875,Digital,Low,None,None,1,2,38,2
,3RBA 4000 discnt,439.9875,434.9875,Digital,Low,None,None,1,0,27,1
,3RBA 5000 status,439.9875,434.9875,Digital,Low,None,None,1,0,28,1
,4RBY TG9 S2,146.65,146.05,Digital,Low,None,None,1,2,5,2
,4RBY TG8 S2,146.65,146.05,Digital,Low,None,None,1,2,4,2
,4RBY 505 AU,146.65,146.05,Digital,Low,None,None,1,2,15,2
,4RBY YSF 50599,146.65,146.05,Digital,Low,None,None,1,2,37,2
,4RBY 5053 Qld,146.65,146.05,Digital,Low,None,None,1,2,32,2
,4RBY BM Local,146.65,146.05,Digital,Low,None,None,1,2,38,2
,4RBY 4000 discnt,146.65,146.05,Digital,Low,None,None,1,0,27,1
,4RBY 5000 status,146.65,146.05,Digital,Low,None,None,1,0,28,1
,4RBX TG9 S2,146.1875,146.7875,Digital,Low,None,None,1,2,5,2
,4RBX TG8 S2,146.1875,146.7875,Digital,Low,None,None,1,2,4,2
,4RBX 505 AU,146.1875,146.7875,Digital,Low,None,None,1,2,15,2
,4RBX YSF 50599,146.1875,146.7875,Digital,Low,None,None,1,2,37,2
,4RBX 5053 Qld,146.1875,146.7875,Digital,Low,None,None,1,2,32,2
,4RBX BM Local,146.1875,146.7875,Digital,Low,None,None,1,2,38,2
,4RBX 4000 discnt,146.1875,146.7875,Digital,Low,None,None,1,0,27,1
,4RBX 5000 status,146.1875,146.7875,Digital,Low,None,None,1,0,28,1
,4RCN TG9 S2,438.325,432.925,Digital,Low,None,None,1,2,5,2
,4RCN TG8 S2,438.325,432.925,Digital,Low,None,None,1,2,4,2
,4RCN 505 AU,438.325,432.925,Digital,Low,None,None,1,2,15,2
,4RCN YSF 50599,438.325,432.925,Digital,Low,None,None,1,2,37,2
,4RCN 5053 Qld,438.325,432.925,Digital,Low,None,None,1,2,32,2
,4RCN BM Local,438.325,432.925,Digital,Low,None,None,1,2,38,2
,4RCN 4000 discnt,438.325,432.925,Digital,Low,None,None,1,0,27,1
,4RCN 5000 status,438.325,432.925,Digital,Low,None,None,1,0,28,1
,4RSA TG9 S2,146.675,146.075,Digital,Low,None,None,1,2,5,2
,4RBY TG8 S2,146.675,146.075,Digital,Low,None,None,1,2,4,2
,4RBY 505 AU,146.675,146.075,Digital,Low,None,None,1,2,15,2
,4RBY YSF 50599,146.675,146.075,Digital,Low,None,None,1,2,37,2
,4RBY 5053 Qld,146.675,146.075,Digital,Low,None,None,1,2,32,2
,4RBY BM Local,146.675,146.075,Digital,Low,None,None,1,2,38,2
,4RBY 4000 discnt,146.675,146.075,Digital,Low,None,None,1,0,27,1
,4RBY 5000 status,146.675,146.075,Digital,Low,None,None,1,0,28,1
,4TCA  TG9 S2,439.75,434.75,Digital,Low,None,None,1,2,5,2
,4TCA TG8 S2,439.75,434.75,Digital,Low,None,None,1,2,4,2
,4TCA 505 AU,439.75,434.75,Digital,Low,None,None,1,2,15,2
,4TCA YSF 50599,439.75,434.75,Digital,Low,None,None,1,2,37,2
,4TCA 5053 Qld,439.75,434.75,Digital,Low,None,None,1,2,33,2
,4TCA BM Local,439.75,434.75,Digital,Low,None,None,1,2,38,2
,4TCA 4000 discnt,439.75,434.75,Digital,Low,None,None,1,0,27,1
,4TCA 5000 status,439.75,434.75,Digital,Low,None,None,1,0,28,1
,4TUX  TG9 S2,445,435,Digital,Low,None,None,1,2,5,2
,4TUX TG8 S2,445,435,Digital,Low,None,None,1,2,4,2
,4TUX 505 AU,445,435,Digital,Low,None,None,1,2,15,2
,4TUX YSF 50599,445,435,Digital,Low,None,None,1,2,37,2
,4TUX 5053 Qld,445,435,Digital,Low,None,None,1,2,33,2
,4TUX BM Local,445,435,Digital,Low,None,None,1,2,38,2
,4TUX 4000 discnt,445,435,Digital,Low,None,None,1,0,27,1
,4TUX 5000 status,445,435,Digital,Low,None,None,1,0,28,1
,6RGF  TG9 S2,438.125,433.125,Digital,Low,None,None,1,2,5,2
,6RGF TG8 S2,438.125,433.125,Digital,Low,None,None,1,2,4,2
,6RGF 505 AU,438.125,433.125,Digital,Low,None,None,1,2,15,2
,6RGF YSF 50599,438.125,433.125,Digital,Low,None,None,1,2,37,2
,6RGF 5053 WA,438.125,433.125,Digital,Low,None,None,1,2,35,2
,6RGF BM Local,438.125,433.125,Digital,Low,None,None,1,2,38,2
,6RGF 4000 discnt,438.125,433.125,Digital,Low,None,None,1,0,27,1
,6RGF 5000 status,438.125,433.125,Digital,Low,None,None,1,0,28,1
,7RCR  TG9 S2,146.39625,146.3625,Digital,Low,None,None,1,2,5,2
,7RCR TG8 S2,146.39625,146.3625,Digital,Low,None,None,1,2,4,2
,7RCR 505 AU,146.39625,146.3625,Digital,Low,None,None,1,2,15,2
,7RCR YSF 50599,146.39625,146.3625,Digital,Low,None,None,1,2,37,2
,7RCR 5053 WA,146.39625,146.3625,Digital,Low,None,None,1,2,35,2
,7RCR BM Local,146.39625,146.3625,Digital,Low,None,None,1,2,38,2
,7RCR 4000 discnt,146.39625,146.3625,Digital,Low,None,None,1,0,27,1
,7RCR 5000 status,146.39625,146.3625,Digital,Low,None,None,1,0,28,1
